c = 0x4297, r = 0xcb96
c = 0x4298, r = 0xccb2
c = 0x4299, r = 0x4c12
c = 0x429a, r = 0x4c33
c = 0x429b, r = 0xcc93
c = 0x429c, r = 0xceb1
c = 0x429d, r = 0x4e11
c = 0x429e, r = 0x4e30
c = 0x429f, r = 0xce90
c = 0x42a0, r = 0xd1a0
c = 0x42a1, r = 0x5100
c = 0x42a2, r = 0x5121
c = 0x42a3, r = 0xd181
c = 0x42a4, r = 0xd3a3
c = 0x42a5, r = 0x5303
c = 0x42a6, r = 0x5322
c = 0x42a7, r = 0xd382
c = 0x42a8, r = 0xd5a6
c = 0x42a9, r = 0x5506
c = 0x42aa, r = 0x5527
c = 0x42ab, r = 0xd587
c = 0x42ac, r = 0xd7a5
c = 0x42ad, r = 0x5705
c = 0x42ae, r = 0x5724
c = 0x42af, r = 0xd784
c = 0x42b0, r = 0xd9ac
c = 0x42b1, r = 0x590c
c = 0x42b2, r = 0x592d
c = 0x42b3, r = 0xd98d
c = 0x42b4, r = 0xdbaf
c = 0x42b5, r = 0x5b0f
c = 0x42b6, r = 0x5b2e
c = 0x42b7, r = 0xdb8e
c = 0x42b8, r = 0xddaa
c = 0x42b9, r = 0x5d0a
c = 0x42ba, r = 0x5d2b
c = 0x42bb, r = 0xdd8b
c = 0x42bc, r = 0xdfa9
c = 0x42bd, r = 0x5f09
c = 0x42be, r = 0x5f28
c = 0x42bf, r = 0xdf88
c = 0x42c0, r = 0xe188
c = 0x42c1, r = 0x6128
c = 0x42c2, r = 0x6109
c = 0x42c3, r = 0xe1a9
c = 0x42c4, r = 0xe38b
c = 0x42c5, r = 0x632b
c = 0x42c6, r = 0x630a
c = 0x42c7, r = 0xe3aa
c = 0x42c8, r = 0xe58e
c = 0x42c9, r = 0x652e
c = 0x42ca, r = 0x650f
c = 0x42cb, r = 0xe5af
c = 0x42cc, r = 0xe78d
c = 0x42cd, r = 0x672d
c = 0x42ce, r = 0x670c
c = 0x42cf, r = 0xe7ac
c = 0x42d0, r = 0xe984
c = 0x42d1, r = 0x6924
c = 0x42d2, r = 0x6905
c = 0x42d3, r = 0xe9a5
c = 0x42d4, r = 0xeb87
c = 0x42d5, r = 0x6b27
c = 0x42d6, r = 0x6b06
c = 0x42d7, r = 0xeba6
c = 0x42d8, r = 0xed82
c = 0x42d9, r = 0x6d22
c = 0x42da, r = 0x6d03
c = 0x42db, r = 0xeda3
c = 0x42dc, r = 0xef81
c = 0x42dd, r = 0x6f21
c = 0x42de, r = 0x6f00
c = 0x42df, r = 0xefa0
c = 0x42e0, r = 0xf190
c = 0x42e1, r = 0x7130
c = 0x42e2, r = 0x7111
c = 0x42e3, r = 0xf1b1
c = 0x42e4, r = 0xf393
c = 0x42e5, r = 0x7333
c = 0x42e6, r = 0x7312
c = 0x42e7, r = 0xf3b2
c = 0x42e8, r = 0xf496
c = 0x42e9, r = 0x7436
c = 0x42ea, r = 0x7417
c = 0x42eb, r = 0xf4b7
c = 0x42ec, r = 0xf695
c = 0x42ed, r = 0x7635
c = 0x42ee, r = 0x7614
c = 0x42ef, r = 0xf6b4
c = 0x42f0, r = 0xf99c
c = 0x42f1, r = 0x793c
c = 0x42f2, r = 0x791d
c = 0x42f3, r = 0xf9bd
c = 0x42f4, r = 0xfb9f
c = 0x42f5, r = 0x7b3f
c = 0x42f6, r = 0x7b1e
c = 0x42f7, r = 0xfbbe
c = 0x42f8, r = 0xfc9a
c = 0x42f9, r = 0x7c3a
c = 0x42fa, r = 0x7c1b
c = 0x42fb, r = 0xfcbb
c = 0x42fc, r = 0xfe99
c = 0x42fd, r = 0x7e39
c = 0x42fe, r = 0x7e18
c = 0x42ff, r = 0xfeb8
c = 0x4300, r = 0x1140
c = 0x4301, r = 0x5100
c = 0x4302, r = 0x9180
c = 0x4303, r = 0xd1c0
c = 0x4304, r = 0x11c1
c = 0x4305, r = 0x5181
c = 0x4306, r = 0x9101
c = 0x4307, r = 0xd141
c = 0x4308, r = 0x1142
c = 0x4309, r = 0x5102
c = 0x430a, r = 0x9182
c = 0x430b, r = 0xd1c2
c = 0x430c, r = 0x11c3
c = 0x430d, r = 0x5183
c = 0x430e, r = 0x9103
c = 0x430f, r = 0xd143
c = 0x4310, r = 0x1144
c = 0x4311, r = 0x5104
c = 0x4312, r = 0x9184
c = 0x4313, r = 0xd1c4
c = 0x4314, r = 0x11c5
c = 0x4315, r = 0x5185
c = 0x4316, r = 0x9105
c = 0x4317, r = 0xd145
c = 0x4318, r = 0x1146
c = 0x4319, r = 0x5106
c = 0x431a, r = 0x9186
c = 0x431b, r = 0xd1c6
c = 0x431c, r = 0x11c7
c = 0x431d, r = 0x5187
c = 0x431e, r = 0x9107
c = 0x431f, r = 0xd147
c = 0x4320, r = 0x1148
c = 0x4321, r = 0x5108
c = 0x4322, r = 0x9188
c = 0x4323, r = 0xd1c8
c = 0x4324, r = 0x11c9
c = 0x4325, r = 0x5189
c = 0x4326, r = 0x9109
c = 0x4327, r = 0xd149
c = 0x4328, r = 0x114a
c = 0x4329, r = 0x510a
c = 0x432a, r = 0x918a
c = 0x432b, r = 0xd1ca
c = 0x432c, r = 0x11cb
c = 0x432d, r = 0x518b
c = 0x432e, r = 0x910b
c = 0x432f, r = 0xd14b
c = 0x4330, r = 0x114c
c = 0x4331, r = 0x510c
c = 0x4332, r = 0x918c
c = 0x4333, r = 0xd1cc
c = 0x4334, r = 0x11cd
c = 0x4335, r = 0x518d
c = 0x4336, r = 0x910d
c = 0x4337, r = 0xd14d
c = 0x4338, r = 0x114e
c = 0x4339, r = 0x510e
c = 0x433a, r = 0x918e
c = 0x433b, r = 0xd1ce
c = 0x433c, r = 0x11cf
c = 0x433d, r = 0x518f
c = 0x433e, r = 0x910f
c = 0x433f, r = 0xd14f
c = 0x4340, r = 0x1150
c = 0x4341, r = 0x5110
c = 0x4342, r = 0x9190
c = 0x4343, r = 0xd1d0
c = 0x4344, r = 0x11d1
c = 0x4345, r = 0x5191
c = 0x4346, r = 0x9111
c = 0x4347, r = 0xd151
c = 0x4348, r = 0x1152
c = 0x4349, r = 0x5112
c = 0x434a, r = 0x9192
c = 0x434b, r = 0xd1d2
c = 0x434c, r = 0x11d3
c = 0x434d, r = 0x5193
c = 0x434e, r = 0x9113
c = 0x434f, r = 0xd153
c = 0x4350, r = 0x1154
c = 0x4351, r = 0x5114
c = 0x4352, r = 0x9194
c = 0x4353, r = 0xd1d4
c = 0x4354, r = 0x11d5
c = 0x4355, r = 0x5195
c = 0x4356, r = 0x9115
c = 0x4357, r = 0xd155
c = 0x4358, r = 0x1156
c = 0x4359, r = 0x5116
c = 0x435a, r = 0x9196
c = 0x435b, r = 0xd1d6
c = 0x435c, r = 0x11d7
c = 0x435d, r = 0x5197
c = 0x435e, r = 0x9117
c = 0x435f, r = 0xd157
c = 0x4360, r = 0x1158
c = 0x4361, r = 0x5118
c = 0x4362, r = 0x9198
c = 0x4363, r = 0xd1d8
c = 0x4364, r = 0x11d9
c = 0x4365, r = 0x5199
c = 0x4366, r = 0x9119
c = 0x4367, r = 0xd159
c = 0x4368, r = 0x115a
c = 0x4369, r = 0x511a
c = 0x436a, r = 0x919a
c = 0x436b, r = 0xd1da
c = 0x436c, r = 0x11db
c = 0x436d, r = 0x519b
c = 0x436e, r = 0x911b
c = 0x436f, r = 0xd15b
c = 0x4370, r = 0x115c
c = 0x4371, r = 0x511c
c = 0x4372, r = 0x919c
c = 0x4373, r = 0xd1dc
c = 0x4374, r = 0x11dd
c = 0x4375, r = 0x519d
c = 0x4376, r = 0x911d
c = 0x4377, r = 0xd15d
c = 0x4378, r = 0x115e
c = 0x4379, r = 0x511e
c = 0x437a, r = 0x919e
c = 0x437b, r = 0xd1de
c = 0x437c, r = 0x11df
c = 0x437d, r = 0x519f
c = 0x437e, r = 0x911f
c = 0x437f, r = 0xd15f
c = 0x4380, r = 0x615c
c = 0x4381, r = 0x210c
c = 0x4382, r = 0xa19c
c = 0x4383, r = 0xe1cc
c = 0x4384, r = 0xe1dd
c = 0x4385, r = 0xa18d
c = 0x4386, r = 0x211d
c = 0x4387, r = 0x614d
c = 0x4388, r = 0x635f
c = 0x4389, r = 0x230f
c = 0x438a, r = 0xa39f
c = 0x438b, r = 0xe3cf
c = 0x438c, r = 0xe3de
c = 0x438d, r = 0xa38e
c = 0x438e, r = 0x231e
c = 0x438f, r = 0x634e
c = 0x4390, r = 0x645a
c = 0x4391, r = 0x250a
c = 0x4392, r = 0xa49a
c = 0x4393, r = 0xe5ca
c = 0x4394, r = 0xe4db
c = 0x4395, r = 0xa58b
c = 0x4396, r = 0x241b
c = 0x4397, r = 0x654b
c = 0x4398, r = 0x6659
c = 0x4399, r = 0x2709
c = 0x439a, r = 0xa699
c = 0x439b, r = 0xe7c9
c = 0x439c, r = 0xe6d8
c = 0x439d, r = 0xa788
c = 0x439e, r = 0x2618
c = 0x439f, r = 0x6748
c = 0x43a0, r = 0x6950
c = 0x43a1, r = 0x2900
c = 0x43a2, r = 0xa990
c = 0x43a3, r = 0xe9c0
c = 0x43a4, r = 0xe9d1
c = 0x43a5, r = 0xa981
c = 0x43a6, r = 0x2911
c = 0x43a7, r = 0x6941
c = 0x43a8, r = 0x6b53
c = 0x43a9, r = 0x2b03
c = 0x43aa, r = 0xab93
c = 0x43ab, r = 0xebc3
c = 0x43ac, r = 0xebd2
c = 0x43ad, r = 0xab82
c = 0x43ae, r = 0x2b12
c = 0x43af, r = 0x6b42
c = 0x43b0, r = 0x6c56
c = 0x43b1, r = 0x2d06
c = 0x43b2, r = 0xac96
c = 0x43b3, r = 0xedc6
c = 0x43b4, r = 0xecd7
c = 0x43b5, r = 0xad87
c = 0x43b6, r = 0x2c17
c = 0x43b7, r = 0x6d47
c = 0x43b8, r = 0x6e55
c = 0x43b9, r = 0x2f05
c = 0x43ba, r = 0xae95
c = 0x43bb, r = 0xefc5
c = 0x43bc, r = 0xeed4
c = 0x43bd, r = 0xaf84
c = 0x43be, r = 0x2e14
c = 0x43bf, r = 0x6f44
c = 0x43c0, r = 0x7144
c = 0x43c1, r = 0x3114
c = 0x43c2, r = 0xb184
c = 0x43c3, r = 0xf1d4
c = 0x43c4, r = 0xf1c5
c = 0x43c5, r = 0xb195
c = 0x43c6, r = 0x3105
c = 0x43c7, r = 0x7155
c = 0x43c8, r = 0x7347
c = 0x43c9, r = 0x3317
c = 0x43ca, r = 0xb387
c = 0x43cb, r = 0xf3d7
c = 0x43cc, r = 0xf3c6
c = 0x43cd, r = 0xb396
c = 0x43ce, r = 0x3306
c = 0x43cf, r = 0x7356
c = 0x43d0, r = 0x7542
c = 0x43d1, r = 0x3412
c = 0x43d2, r = 0xb582
c = 0x43d3, r = 0xf4d2
c = 0x43d4, r = 0xf5c3
c = 0x43d5, r = 0xb493
c = 0x43d6, r = 0x3503
c = 0x43d7, r = 0x7453
c = 0x43d8, r = 0x7741
c = 0x43d9, r = 0x3611
c = 0x43da, r = 0xb781
c = 0x43db, r = 0xf6d1
c = 0x43dc, r = 0xf7c0
c = 0x43dd, r = 0xb690
c = 0x43de, r = 0x3700
c = 0x43df, r = 0x7650
c = 0x43e0, r = 0x7948
c = 0x43e1, r = 0x3918
c = 0x43e2, r = 0xb988
c = 0x43e3, r = 0xf9d8
c = 0x43e4, r = 0xf9c9
c = 0x43e5, r = 0xb999
c = 0x43e6, r = 0x3909
c = 0x43e7, r = 0x7959
c = 0x43e8, r = 0x7b4b
c = 0x43e9, r = 0x3b1b
c = 0x43ea, r = 0xbb8b
c = 0x43eb, r = 0xfbdb
c = 0x43ec, r = 0xfbca
c = 0x43ed, r = 0xbb9a
c = 0x43ee, r = 0x3b0a
c = 0x43ef, r = 0x7b5a
c = 0x43f0, r = 0x7d4e
c = 0x43f1, r = 0x3c1e
c = 0x43f2, r = 0xbd8e
c = 0x43f3, r = 0xfcde
c = 0x43f4, r = 0xfdcf
c = 0x43f5, r = 0xbc9f
c = 0x43f6, r = 0x3d0f
c = 0x43f7, r = 0x7c5f
c = 0x43f8, r = 0x7f4d
c = 0x43f9, r = 0x3e1d
c = 0x43fa, r = 0xbf8d
c = 0x43fb, r = 0xfedd
c = 0x43fc, r = 0xffcc
c = 0x43fd, r = 0xbe9c
c = 0x43fe, r = 0x3f0c
c = 0x43ff, r = 0x7e5c
c = 0x4400, r = 0x2380
c = 0x4401, r = 0xa300
c = 0x4402, r = 0x2301
c = 0x4403, r = 0xa381
c = 0x4404, r = 0x2382
c = 0x4405, r = 0xa302
c = 0x4406, r = 0x2303
c = 0x4407, r = 0xa383
c = 0x4408, r = 0x2384
c = 0x4409, r = 0xa304
c = 0x440a, r = 0x2305
c = 0x440b, r = 0xa385
c = 0x440c, r = 0x2386
c = 0x440d, r = 0xa306
c = 0x440e, r = 0x2307
c = 0x440f, r = 0xa387
c = 0x4410, r = 0x2388
c = 0x4411, r = 0xa308
c = 0x4412, r = 0x2309
c = 0x4413, r = 0xa389
c = 0x4414, r = 0x238a
c = 0x4415, r = 0xa30a
c = 0x4416, r = 0x230b
c = 0x4417, r = 0xa38b
c = 0x4418, r = 0x238c
c = 0x4419, r = 0xa30c
c = 0x441a, r = 0x230d
c = 0x441b, r = 0xa38d
c = 0x441c, r = 0x238e
c = 0x441d, r = 0xa30e
c = 0x441e, r = 0x230f
c = 0x441f, r = 0xa38f
c = 0x4420, r = 0x2390
c = 0x4421, r = 0xa310
c = 0x4422, r = 0x2311
c = 0x4423, r = 0xa391
c = 0x4424, r = 0x2392
c = 0x4425, r = 0xa312
c = 0x4426, r = 0x2313
c = 0x4427, r = 0xa393
c = 0x4428, r = 0x2394
c = 0x4429, r = 0xa314
c = 0x442a, r = 0x2315
c = 0x442b, r = 0xa395
c = 0x442c, r = 0x2396
c = 0x442d, r = 0xa316
c = 0x442e, r = 0x2317
c = 0x442f, r = 0xa397
c = 0x4430, r = 0x2398
c = 0x4431, r = 0xa318
c = 0x4432, r = 0x2319
c = 0x4433, r = 0xa399
c = 0x4434, r = 0x239a
c = 0x4435, r = 0xa31a
c = 0x4436, r = 0x231b
c = 0x4437, r = 0xa39b
c = 0x4438, r = 0x239c
c = 0x4439, r = 0xa31c
c = 0x443a, r = 0x231d
c = 0x443b, r = 0xa39d
c = 0x443c, r = 0x239e
c = 0x443d, r = 0xa31e
c = 0x443e, r = 0x231f
c = 0x443f, r = 0xa39f
c = 0x4440, r = 0x23a0
c = 0x4441, r = 0xa320
c = 0x4442, r = 0x2321
c = 0x4443, r = 0xa3a1
c = 0x4444, r = 0x23a2
c = 0x4445, r = 0xa322
c = 0x4446, r = 0x2323
c = 0x4447, r = 0xa3a3
c = 0x4448, r = 0x23a4
c = 0x4449, r = 0xa324
c = 0x444a, r = 0x2325
c = 0x444b, r = 0xa3a5
c = 0x444c, r = 0x23a6
c = 0x444d, r = 0xa326
c = 0x444e, r = 0x2327
c = 0x444f, r = 0xa3a7
c = 0x4450, r = 0x23a8
c = 0x4451, r = 0xa328
c = 0x4452, r = 0x2329
c = 0x4453, r = 0xa3a9
c = 0x4454, r = 0x23aa
c = 0x4455, r = 0xa32a
c = 0x4456, r = 0x232b
c = 0x4457, r = 0xa3ab
c = 0x4458, r = 0x23ac
c = 0x4459, r = 0xa32c
c = 0x445a, r = 0x232d
c = 0x445b, r = 0xa3ad
c = 0x445c, r = 0x23ae
c = 0x445d, r = 0xa32e
c = 0x445e, r = 0x232f
c = 0x445f, r = 0xa3af
c = 0x4460, r = 0x23b0
c = 0x4461, r = 0xa330
c = 0x4462, r = 0x2331
c = 0x4463, r = 0xa3b1
c = 0x4464, r = 0x23b2
c = 0x4465, r = 0xa332
c = 0x4466, r = 0x2333
c = 0x4467, r = 0xa3b3
c = 0x4468, r = 0x23b4
c = 0x4469, r = 0xa334
c = 0x446a, r = 0x2335
c = 0x446b, r = 0xa3b5
c = 0x446c, r = 0x23b6
c = 0x446d, r = 0xa336
c = 0x446e, r = 0x2337
c = 0x446f, r = 0xa3b7
c = 0x4470, r = 0x23b8
c = 0x4471, r = 0xa338
c = 0x4472, r = 0x2339
c = 0x4473, r = 0xa3b9
c = 0x4474, r = 0x23ba
c = 0x4475, r = 0xa33a
c = 0x4476, r = 0x233b
c = 0x4477, r = 0xa3bb
c = 0x4478, r = 0x23bc
c = 0x4479, r = 0xa33c
c = 0x447a, r = 0x233d
c = 0x447b, r = 0xa3bd
c = 0x447c, r = 0x23be
c = 0x447d, r = 0xa33e
c = 0x447e, r = 0x233f
c = 0x447f, r = 0xa3bf
c = 0x4480, r = 0xc139
c = 0x4481, r = 0x4199
c = 0x4482, r = 0x41b8
c = 0x4483, r = 0xc118
c = 0x4484, r = 0xc33a
c = 0x4485, r = 0x439a
c = 0x4486, r = 0x43bb
c = 0x4487, r = 0xc31b
c = 0x4488, r = 0xc43f
c = 0x4489, r = 0x449f
c = 0x448a, r = 0x44be
c = 0x448b, r = 0xc41e
c = 0x448c, r = 0xc63c
c = 0x448d, r = 0x469c
c = 0x448e, r = 0x46bd
c = 0x448f, r = 0xc61d
c = 0x4490, r = 0xc935
c = 0x4491, r = 0x4995
c = 0x4492, r = 0x49b4
c = 0x4493, r = 0xc914
c = 0x4494, r = 0xcb36
c = 0x4495, r = 0x4b96
c = 0x4496, r = 0x4bb7
c = 0x4497, r = 0xcb17
c = 0x4498, r = 0xcc33
c = 0x4499, r = 0x4c93
c = 0x449a, r = 0x4cb2
c = 0x449b, r = 0xcc12
c = 0x449c, r = 0xce30
c = 0x449d, r = 0x4e90
c = 0x449e, r = 0x4eb1
c = 0x449f, r = 0xce11
c = 0x44a0, r = 0xd121
c = 0x44a1, r = 0x5181
c = 0x44a2, r = 0x51a0
c = 0x44a3, r = 0xd100
c = 0x44a4, r = 0xd322
c = 0x44a5, r = 0x5382
c = 0x44a6, r = 0x53a3
c = 0x44a7, r = 0xd303
c = 0x44a8, r = 0xd527
c = 0x44a9, r = 0x5587
c = 0x44aa, r = 0x55a6
c = 0x44ab, r = 0xd506
c = 0x44ac, r = 0xd724
c = 0x44ad, r = 0x5784
c = 0x44ae, r = 0x57a5
c = 0x44af, r = 0xd705
c = 0x44b0, r = 0xd92d
c = 0x44b1, r = 0x598d
c = 0x44b2, r = 0x59ac
c = 0x44b3, r = 0xd90c
c = 0x44b4, r = 0xdb2e
c = 0x44b5, r = 0x5b8e
c = 0x44b6, r = 0x5baf
c = 0x44b7, r = 0xdb0f
c = 0x44b8, r = 0xdd2b
c = 0x44b9, r = 0x5d8b
c = 0x44ba, r = 0x5daa
c = 0x44bb, r = 0xdd0a
c = 0x44bc, r = 0xdf28
c = 0x44bd, r = 0x5f88
c = 0x44be, r = 0x5fa9
c = 0x44bf, r = 0xdf09
c = 0x44c0, r = 0xe109
c = 0x44c1, r = 0x61a9
c = 0x44c2, r = 0x6188
c = 0x44c3, r = 0xe128
c = 0x44c4, r = 0xe30a
c = 0x44c5, r = 0x63aa
c = 0x44c6, r = 0x638b
c = 0x44c7, r = 0xe32b
c = 0x44c8, r = 0xe50f
c = 0x44c9, r = 0x65af
c = 0x44ca, r = 0x658e
c = 0x44cb, r = 0xe52e
c = 0x44cc, r = 0xe70c
c = 0x44cd, r = 0x67ac
c = 0x44ce, r = 0x678d
c = 0x44cf, r = 0xe72d
c = 0x44d0, r = 0xe905
c = 0x44d1, r = 0x69a5
c = 0x44d2, r = 0x6984
c = 0x44d3, r = 0xe924
c = 0x44d4, r = 0xeb06
c = 0x44d5, r = 0x6ba6
c = 0x44d6, r = 0x6b87
c = 0x44d7, r = 0xeb27
c = 0x44d8, r = 0xed03
c = 0x44d9, r = 0x6da3
c = 0x44da, r = 0x6d82
c = 0x44db, r = 0xed22
c = 0x44dc, r = 0xef00
c = 0x44dd, r = 0x6fa0
c = 0x44de, r = 0x6f81
c = 0x44df, r = 0xef21
c = 0x44e0, r = 0xf111
c = 0x44e1, r = 0x71b1
c = 0x44e2, r = 0x7190
c = 0x44e3, r = 0xf130
c = 0x44e4, r = 0xf312
c = 0x44e5, r = 0x73b2
c = 0x44e6, r = 0x7393
c = 0x44e7, r = 0xf333
c = 0x44e8, r = 0xf417
c = 0x44e9, r = 0x74b7
c = 0x44ea, r = 0x7496
c = 0x44eb, r = 0xf436
c = 0x44ec, r = 0xf614
c = 0x44ed, r = 0x76b4
c = 0x44ee, r = 0x7695
c = 0x44ef, r = 0xf635
c = 0x44f0, r = 0xf91d
c = 0x44f1, r = 0x79bd
c = 0x44f2, r = 0x799c
c = 0x44f3, r = 0xf93c
c = 0x44f4, r = 0xfb1e
c = 0x44f5, r = 0x7bbe
c = 0x44f6, r = 0x7b9f
c = 0x44f7, r = 0xfb3f
c = 0x44f8, r = 0xfc1b
c = 0x44f9, r = 0x7cbb
c = 0x44fa, r = 0x7c9a
c = 0x44fb, r = 0xfc3a
c = 0x44fc, r = 0xfe18
c = 0x44fd, r = 0x7eb8
c = 0x44fe, r = 0x7e99
c = 0x44ff, r = 0xfe39
c = 0x4500, r = 0x11c0
c = 0x4501, r = 0x5180
c = 0x4502, r = 0x9100
c = 0x4503, r = 0xd140
c = 0x4504, r = 0x1141
c = 0x4505, r = 0x5101
c = 0x4506, r = 0x9181
c = 0x4507, r = 0xd1c1
c = 0x4508, r = 0x11c2
c = 0x4509, r = 0x5182
c = 0x450a, r = 0x9102
c = 0x450b, r = 0xd142
c = 0x450c, r = 0x1143
c = 0x450d, r = 0x5103
c = 0x450e, r = 0x9183
c = 0x450f, r = 0xd1c3
c = 0x4510, r = 0x11c4
c = 0x4511, r = 0x5184
c = 0x4512, r = 0x9104
c = 0x4513, r = 0xd144
c = 0x4514, r = 0x1145
c = 0x4515, r = 0x5105
c = 0x4516, r = 0x9185
c = 0x4517, r = 0xd1c5
c = 0x4518, r = 0x11c6
c = 0x4519, r = 0x5186
c = 0x451a, r = 0x9106
c = 0x451b, r = 0xd146
c = 0x451c, r = 0x1147
c = 0x451d, r = 0x5107
c = 0x451e, r = 0x9187
c = 0x451f, r = 0xd1c7
c = 0x4520, r = 0x11c8
c = 0x4521, r = 0x5188
c = 0x4522, r = 0x9108
c = 0x4523, r = 0xd148
c = 0x4524, r = 0x1149
c = 0x4525, r = 0x5109
c = 0x4526, r = 0x9189
c = 0x4527, r = 0xd1c9
c = 0x4528, r = 0x11ca
c = 0x4529, r = 0x518a
c = 0x452a, r = 0x910a
c = 0x452b, r = 0xd14a
c = 0x452c, r = 0x114b
c = 0x452d, r = 0x510b
c = 0x452e, r = 0x918b
c = 0x452f, r = 0xd1cb
c = 0x4530, r = 0x11cc
c = 0x4531, r = 0x518c
c = 0x4532, r = 0x910c
c = 0x4533, r = 0xd14c
c = 0x4534, r = 0x114d
c = 0x4535, r = 0x510d
c = 0x4536, r = 0x918d
c = 0x4537, r = 0xd1cd
c = 0x4538, r = 0x11ce
c = 0x4539, r = 0x518e
c = 0x453a, r = 0x910e
c = 0x453b, r = 0xd14e
c = 0x453c, r = 0x114f
c = 0x453d, r = 0x510f
c = 0x453e, r = 0x918f
c = 0x453f, r = 0xd1cf
c = 0x4540, r = 0x11d0
c = 0x4541, r = 0x5190
c = 0x4542, r = 0x9110
c = 0x4543, r = 0xd150
c = 0x4544, r = 0x1151
c = 0x4545, r = 0x5111
c = 0x4546, r = 0x9191
c = 0x4547, r = 0xd1d1
c = 0x4548, r = 0x11d2
c = 0x4549, r = 0x5192
c = 0x454a, r = 0x9112
c = 0x454b, r = 0xd152
c = 0x454c, r = 0x1153
c = 0x454d, r = 0x5113
c = 0x454e, r = 0x9193
c = 0x454f, r = 0xd1d3
c = 0x4550, r = 0x11d4
c = 0x4551, r = 0x5194
c = 0x4552, r = 0x9114
c = 0x4553, r = 0xd154
c = 0x4554, r = 0x1155
c = 0x4555, r = 0x5115
c = 0x4556, r = 0x9195
c = 0x4557, r = 0xd1d5
c = 0x4558, r = 0x11d6
c = 0x4559, r = 0x5196
c = 0x455a, r = 0x9116
c = 0x455b, r = 0xd156
c = 0x455c, r = 0x1157
c = 0x455d, r = 0x5117
c = 0x455e, r = 0x9197
c = 0x455f, r = 0xd1d7
c = 0x4560, r = 0x11d8
c = 0x4561, r = 0x5198
c = 0x4562, r = 0x9118
c = 0x4563, r = 0xd158
c = 0x4564, r = 0x1159
c = 0x4565, r = 0x5119
c = 0x4566, r = 0x9199
c = 0x4567, r = 0xd1d9
c = 0x4568, r = 0x11da
c = 0x4569, r = 0x519a
c = 0x456a, r = 0x911a
c = 0x456b, r = 0xd15a
c = 0x456c, r = 0x115b
c = 0x456d, r = 0x511b
c = 0x456e, r = 0x919b
c = 0x456f, r = 0xd1db
c = 0x4570, r = 0x11dc
c = 0x4571, r = 0x519c
c = 0x4572, r = 0x911c
c = 0x4573, r = 0xd15c
c = 0x4574, r = 0x115d
c = 0x4575, r = 0x511d
c = 0x4576, r = 0x919d
c = 0x4577, r = 0xd1dd
c = 0x4578, r = 0x11de
c = 0x4579, r = 0x519e
c = 0x457a, r = 0x911e
c = 0x457b, r = 0xd15e
c = 0x457c, r = 0x115f
c = 0x457d, r = 0x511f
c = 0x457e, r = 0x919f
c = 0x457f, r = 0xd1df
c = 0x4580, r = 0xe19c
c = 0x4581, r = 0xa1cc
c = 0x4582, r = 0x215c
c = 0x4583, r = 0x610c
c = 0x4584, r = 0x611d
c = 0x4585, r = 0x214d
c = 0x4586, r = 0xa1dd
c = 0x4587, r = 0xe18d
c = 0x4588, r = 0xe39f
c = 0x4589, r = 0xa3cf
c = 0x458a, r = 0x235f
c = 0x458b, r = 0x630f
c = 0x458c, r = 0x631e
c = 0x458d, r = 0x234e
c = 0x458e, r = 0xa3de
c = 0x458f, r = 0xe38e
c = 0x4590, r = 0xe49a
c = 0x4591, r = 0xa5ca
c = 0x4592, r = 0x245a
c = 0x4593, r = 0x650a
c = 0x4594, r = 0x641b
c = 0x4595, r = 0x254b
c = 0x4596, r = 0xa4db
c = 0x4597, r = 0xe58b
c = 0x4598, r = 0xe699
c = 0x4599, r = 0xa7c9
c = 0x459a, r = 0x2659
c = 0x459b, r = 0x6709
c = 0x459c, r = 0x6618
c = 0x459d, r = 0x2748
c = 0x459e, r = 0xa6d8
c = 0x459f, r = 0xe788
c = 0x45a0, r = 0xe990
c = 0x45a1, r = 0xa9c0
c = 0x45a2, r = 0x2950
c = 0x45a3, r = 0x6900
c = 0x45a4, r = 0x6911
c = 0x45a5, r = 0x2941
c = 0x45a6, r = 0xa9d1
c = 0x45a7, r = 0xe981
c = 0x45a8, r = 0xeb93
c = 0x45a9, r = 0xabc3
c = 0x45aa, r = 0x2b53
c = 0x45ab, r = 0x6b03
c = 0x45ac, r = 0x6b12
c = 0x45ad, r = 0x2b42
c = 0x45ae, r = 0xabd2
c = 0x45af, r = 0xeb82
c = 0x45b0, r = 0xec96
c = 0x45b1, r = 0xadc6
c = 0x45b2, r = 0x2c56
c = 0x45b3, r = 0x6d06
c = 0x45b4, r = 0x6c17
c = 0x45b5, r = 0x2d47
c = 0x45b6, r = 0xacd7
c = 0x45b7, r = 0xed87
c = 0x45b8, r = 0xee95
c = 0x45b9, r = 0xafc5
c = 0x45ba, r = 0x2e55
c = 0x45bb, r = 0x6f05
c = 0x45bc, r = 0x6e14
c = 0x45bd, r = 0x2f44
c = 0x45be, r = 0xaed4
c = 0x45bf, r = 0xef84
c = 0x45c0, r = 0xf184
c = 0x45c1, r = 0xb1d4
c = 0x45c2, r = 0x3144
c = 0x45c3, r = 0x7114
c = 0x45c4, r = 0x7105
c = 0x45c5, r = 0x3155
c = 0x45c6, r = 0xb1c5
c = 0x45c7, r = 0xf195
c = 0x45c8, r = 0xf387
c = 0x45c9, r = 0xb3d7
c = 0x45ca, r = 0x3347
c = 0x45cb, r = 0x7317
c = 0x45cc, r = 0x7306
c = 0x45cd, r = 0x3356
